,sentence,label
1004,çok uygun,1
1005,teşekkürler,1
1006,marka tartisilmaz bence super dahada iyi olani hepsiburada.com bu fiata bu urun baska bir yerde yok kargoda bedava teşekürler hepsiburada.com,1
1007,çok kötü,0
1008,"uzun zamandır hiçbir ürünü zamanında kargolayamayan hepsiburada, aynı kargo yazan bu ürünü 2. gün sonunda hala daha kargolayabilmiş değil. tebrikler",0
1009,kaliteli ucuz hızlı gönderim ,1
1010,harika bi ürün tavsiye ederim,1
1011,severek kullandığımız bir marka ve fiyat  tesekkur ederiz hepsi burada ailesi ,1
1012,ürünün henüz bir maharetini göremedim. ,0
1013,çok memnun kaldık teşekkürler kampanyalardan tekrar faydalanmak dilegiyle....??,1
1014,2 ayda bi̇r düzenli̇ aliyorum si̇pari̇ş veri̇yorum ertesi̇ gün eli̇mi̇zde hizli güveni̇li̇r hi̇zmet teşekkürler,1
1015,"gercekten sızdırmazlık konusunda memnun oldugumuz bir ürün , herkese tavsiye ederiz.",1
1016,cihaza diyecek söz tek kelimeyle mükemmel ancak sevkiyat açısında yetersiz pazartesi sabahı sipariş verdim çarşamba günü dayanamayıp kargo şubesinden gidip kendim aldım,0
1017,teşekkürler.,1
1018,bi makinadan ancak bu kadar ses çıkabilir. ağaç motoru daha az ses çıkartır.,0
1019,"kargo çok hızlı 24 saatte elime ulaşti ama,parfüm kokusu 1 saat sonra uçuyor..  ama fiyata göre iyi parfüm alınır...",0
1020,ürünün tesliminde herhangi bir sıkıntı yaşamadım prima herzaman tercihim olmuştur.,1
1021,indirimdeydi diye aldım,0
1022,uçan böcek ve sinekleri evin içinden dışarı kovmuyor.,0
1023,hızlı gönderi için teşekkür ederim. piyasan aşağı fiyata aldım. bebek için olmazsa olmaz :),1
1024,dış boya geçiştirilmiş gibi,0
1025,hızlı gönderi,0
1026,üründen çok memnunuz. sık sık kampanya yapılır inşallah.,1
1027,aldıktan iki gün sonra donmalar başladı saat dahi oynamıyor batarya boşalana kadar ısınıyor ve şarjı hızlı bitiyor restart yapınca düzeliyor.servise gitti geldi aynı sorun devam ediyor değişim yapılmıyor uğraşmak isteyenler alsın.,0
1028,"a7 2017 cihaz orta seviyeye göre fiyat pahalı, sar değeri yüksek ve bildirim ışığı yok",0
1029,uygun fiyata ve hızlı gönderi,1
1030,"son aldigim 2 kutudan hic memnun kalmadım.bez ortasindan kiyafete sızdırıyor, prima ya yakışmadı. bu tur sikayetleri görünce de iyice emin oldum. baska marka deneyeceğim",0
1031,çekiş gücü yok boşuna gürültü yapıyor. sadece görüntü var.,0
1032,daha önce başka siteden aldım altı aydır pirizde takılı bir etki göremedim etkisi azdır diye bir tane daha alıp deneyeceğim,0
1033,bu fiyata bu kalite çok iyi bence ,1
1034,"telefon genel olarak çok güzel ,kali̇teli̇ ve şik.hizina ve foto. çeki̇m kali̇tesi̇nede sözüm yok.ancak ön kamera vi̇deo çeki̇mi̇nde donanimsal yada yazilimsal kaynakli bi̇r ariza var,bunun i̇çi̇n servi̇se gönderdi̇m henüz dönüş olmadi. çeki̇m sirasinda belli̇ olmayan ariza ,vi̇deoyu oynattiğim zaman; renkleri̇n bi̇rbi̇ri̇ne kariştiği, dudaklar turuncu, gözler kanlanmiş gi̇bi̇ gösteri̇yor. almak i̇steyenler bu özelli̇ği̇ni̇ kontrol etsi̇n demek i̇stedi̇ği̇mi̇ anliycaklar.",0
1035,fiyat olarak çok uygun ama kalitesi düşmüş. sızdırma yaptı ve eskiden altını ıslatıp ıslatmadığını açmadan anlayamazdık şimdi hemen fena koku yapıyor.,0
1036,"her çocuklu aileye lazım, biz çalışıyoruz çok zor kazanıyoruz çocuğumuz içine ediyor.",1
1037,iphone 5s cep telefonumu iki kez bile sarj etmedi iade ettim hafifolmasina hafif ve ince ama benim isime yarayan bir powerbank degil almak isteyenler bunu göz artı etmesin ,0
1038,2 çocuk büyüttüm ikisinde de kesinlikle ne bir pişik nede sızıntı olmadı. kesinlikle tavsiye ederim.,1
1039,ürün kaliteli fiyat da güzel. hepsiburada söz verdiği zaman da getiriyor. almak isteyen herkese tavsiye ederim. ,1
1040,en yzak şehre bile iki hünde yetişiyor devir hesap devri teşkkürler,1
1041,6 aylık ikizlerimizde en çok bu ve komili ürününden memnun kaldık. fiyat/performans iyi. kargo hızı iyi.,1
1042,kızım doğduğundan beri kullanıyoruz. memnunuz.,1
1043,"özellıkle ev harıcı yerlerde kullanmamanızı tavsıye ederım artı olarak vatt dusuk amator evde uc bes tane delık delmeye vıda sıkmaya yarar ıyı kullanıldıgında 4 , 5, sene gıder ozellıkle cok ısındıgında dınlendırın",0
1044,teşekkürler,1
1045,"15 dakika hızlı yıkama seceneği yok, yorgan yazan bir seçenek var ama yorgan yıkayabileceğini sanmıyorum.",0
1046,15 aylık bebeğim için ilk günden beri hepsiburadadan prima alıyorum.  gayet memnunum.  tek sorun yurtiçi kargo berbat ...,1
1047,"2 yıldır kullanıyorum bu ürünü.şu an yazma korumalı hale geldi.yazılmıyor,silinmiyor,format atılmıyor.araştırmalarıma göre sandisklerde bu sorun varmış.tavsiye etmiyorum.",0
1048,çok hızlı gönderi,1
1049,sinek kovucu demiş. bi işe yaradığı yok,0
1050,"ürünün markası ve kalitesi belli , büyük marketlerle kıyasladığımız zaman fiyatı çok daha uyguna geliyor ",1
1051,3000 mah lik telefonumu 2 kere anca sarj etti %60 verim demek oluyor buda bence iyi degil,0
1052,ürünü bugün başka yerden aldım. yorumlara bakmadım ama baksam da arada kalırdım yine alabilirdim. ama büyüklüğüne alışabilecek gibi değilim. bence 6 inçlik ekrana kocaman sony yazmak ve altta kocaman boşluk vermek saçma olmuş kullanmayacağımız bir alan için kasayı büyük göstermek ne ergonomik olmuş ne de işlevsel.ince görünüme sahip ama telefon ebatı fazla olduğu için vasattan biraz iyi denebilir. fiziksel görünümü şahane diyen arkadaşların şahane mantığını anlayamadım. ilk swiftkey klavyesi güzel rahat yazı yazabiliyorum ama dokunarak yazdığımda ya da bazen geri tuşuna bastığımda tepkide gecikiyor. yarında aynı tepkiler olursa muhtemelen iade yada değişime gideceğim. çünkü 3 gb ram 8 çekirdek işlemci bende olsa bu yazıyı bile 10 saniyede yazardım. yazılımsal bir sorundur diye düşünüyorum ama ilk günden ısınamadım. sadece kamera netliği artı özelliği eğer sadece fotoğraf kalitesi diyorsanız başka özellik umrumda değil derseniz (ki diyemezsiniz) bence kesinlikle fotoğraf makinesi alın derim sadece fotoğraf kalitesi için telefon alınmaz.,0
1053,"aldığım 10 inç bilgisayar yanında 15.6 inçlik bu ürün ücretsiz geldi. kesip kesip yapıştırayım mı, ne yani? ürün kalitesi kesinlikle parasına değmez. i̇çinden çıkan 3 ürünün 2'sini çöpe attım; klavye koruyucuyu da eski bilgisayarımın klavyesinin üzerine örttüm. bilgisayar koruyucu çok güçlü yapışıyor; geri çıkarmak isterken bilgisayara zarar verebilir. sonuç: ücretsiz geliyorsa bir bakın, deneyin falan ama kesinlikle para vermeyin.",0
1054,"kesinlikle tavsiye etmiyorum, hiç bir etkisi yok",0
1055,ayrıntılar benden önce yazıldı ,0
1056,bir anne olarak bebeğimin sağlığı ve huzuru benim için çok önemli. prima bebek bezi hem sızdırmazlık özelliği hem de sıvının tek bölgeye toplanmaması özelliği ile çok iyi bir ürün. bu özellikler hepsiburada.com'un hızlı ve güvenilir özelliği ile birleşince çok daha iyi oluyor. teşekkürler hepsiburada.com,1
1057,ürün kaliteli,1
1058,hesaplı fiyat ve hızlı kargo için teşekkürler hepsiburada ),1
1059,hızlı kargo ve uygun alışveriş. bezlerimi hep hepsiburadan dan alıyorum çokta memnunum.,1
1060,kaliteli herkese tavsiye ederim.,1
1061,bebeğim doğduğundan beri prima bebek bezi kullanıyoruz.çok memnunuz şu anda 5 no kullanıyoruz ve hepsi burada.com dan fiyat açısından en hesaplı alışverişi yapıyoruz.teşekkürler hepsiburada.com.,1
1062,ürünü şarj ederken ışıkları yanıp sönüyor 4_5 mah enerji oraya gidiyor .çok acemice bir üretim hatası.,0
1063,güzel beğendi̇k ,1
1064,beden xxl ama l'den bir farkı yok,0
1065,en uygun fiyat teşekkürler ,1
1066,hiç memnun olmadım çok düşük kalite,0
1067,bebegimiz dogdugundan beri prima kullaniyoruz. hep ayni kurulukta kalmasi ve bebegimizin rahat etmesi sebebiyle ilk tercihimiz,1
1068,i̇ki çocuğumada prima kullandım çok kaliteli tek geçerim ,1
1069,bakmadan geçmeyin derim. fiyat çok iyi,1
1070,"fırını c.tesi sipaariş verdim az önce elime ulaştı fırın güzel, digital, ama içi bildiğin sac deneme yaptım fırının üstü ısınıyor arızalanan arçelik fırınım ısınmıyordu.",0
1071,3 gündür kullanıyorum hiçbir etkisini görmedim. aletin yanında böcekler gayet rahat geziniyorlar nispet edercesine..,0
1072,beklediğim kadar iyi çıkmadı. kokusu idare eder düzeyde. kalıcılığı biraz zayıf,0
1073,ne yazıkki artık bezinizi almayacağım. çünkü sürekli sızdırma problemi oldu. i̇lk sızdırdığında bildirdim firmaya döndüler hemen yeni bezde gönderdiler ama bi şey değişmedi. artık prima kullanmayacağım. eski hali daha iyiydi bu bezin ilgililere duyurun lütfen.,0
1074,ürün o kadar çok ses çıkartıyor ki ürünü denemekten bile vaz geçtim  böcekler ve sineklerin üzerinde etkisini bilmem ama insanlar üzerinde çok etkili rahatsız edici bir ses çıkartıyor,0
1075,ilk günden beri prima kullandım çok memnunum başka marka tercih etmem kampanyaları takip ediyorum ,1
1076,kızım 12 kilo aldığımız bez 11-18 kilo arası 4+kullanıyorduk küçük geliyor diye 5 numara aldık ama geceleri reklamların aksine sıvı yatakta hapsoluyor. 4+tada aynı sorun vardı. sanırım 2 günde bir yatak değiştirmeye devam edecegiz,0
1077,"fena değil ama ""schafer"" diye hiç bir yerde yazmıyor bilginiz olsun.",0
1078,ürün bu gün elime ulaştı. dizayn olarak güzel. ama bataryası çok kötü az gidiyor ve telefon çok ısınıyor. aldığıma pişman oldum. ,0
1079,güvenilir satıcı hızlı kargo. her şey için teşekkürler hemsiburada.,1
1080,kalicilik sifir. 20 tllik rebul bile bundan daha iyi. yarim gun gitmiyor. kokusu hafif.,0
1081,ürün gerçekten parasının hakkını veriyor farklı markalarda denedik fakat cilde uyum ve uzun süreli kuruluk garanti,1
1082,fiyat ve kalite çok iyi markayı zaten söylemeye gerek yok hepsiburada.com ayrıcalığı ile ürün daha avantajlı bir hale geliyor şiddetle öneririm ekonomik bir alıveriş ...,1
1083,hepsi burada hizina diyecek yok ayri kutuya koyup göndermeleiri ayrica güzel.makinada fiyatina göre  güzel . sadece ucu biraz dar ama fazlasiyla iş görüyor. . tavsiye ederim..,1
1084,gezmeye gerek yok f/p kesinlikle alın,1
1085,özellikle video çekerken arka plandaki ışığı devamlı değiştiriyor. sık sık odaklama yapmaya çalışıyor. düşük ışıkta fotoğraf çekim çok kötü.  bu kamera sony'e yakışmadı. ben böyle kötü kamerayı daha önce görmedim. ,0
1086,ürün gayet kalitesiz öğrenci evinde aldığımız 20 tl lil fön makinası ile aynı hiç farkı yok nerdeyse tek fark üzerinde arzum yazması o kadar.,0
1087,fiyat-performans karşılaştırması yaptığınızda gayet iyi bir ürün. en önemlisi ısınma yapmıyor. ,1
1088,uzun süredir kullanıyorum edt olması sebebiyle ciddi bir kalıcılık beklemiyorum. ama son süreçte esans miktarını iyice düşürmüşler. önceden enazından sabahtan öğleye kadar kokuyu ara ara hissediyordum. şuanda sabah evden çıktığım anda kokunun etkisi gidiyor.  sıktıktan 1 saat sonra üzerimi kokluyorum kokuyu alamıyorum,0
1089,hizmet güzel fiyat uygun ama açıkçası solo nun bu tuvalet kağıdı çok kaliteli gelmedi bize.. piyasada çok ucuza satılan adını bilmediğimiz markalardan farksız ,0
1090,"2000 watt bir ürün arıyordum ki, sitede bu ürünü gördüm. hem 2200 watt hem de ion teknolojili bir ürün. ",1
1091,bu fiyata çok daha kalıcı ve farkedilir kokular var mesela black orchid mesela dior homme serisi...kötü koku kesinlikle değil toilette olsa 5 yıldız da verirdim ama bi parfümden daha fazladını beklerdim,0
1092,verdiğim paraya yazık i̇yi göründüğüne bakmayın almayın...,0
1093,5 ad.aldım. kesinlikle işe yaramıyor. aldığıma pişman oldum. aldanmayın. yorunları kesinlikle okuyun.,0
1094,cihaz kendisi çok yavaş doluyor öğlen sarma taktım gece 12:00 de daha dolmamisti telefon umuda çok yavaş şarj ediyor ben begenmedim.,0
1095,piyasada ki en iyi fiyat ve hızlı gönderim teşekkürler hepsiburada.com,1
1096,fiş toprak lı değil gevşek kalıyor  birazda erken  ısınıyor ,0
1097,saygılar ,1
1098,"ürünü aldıktan sonra 3 günde felan elime ulaştı. performans fiyatına göre iyi, o yuzden fazla birşey beklememek lazım tabi.",1
1099,hepsiburada çok teşekkürler harika bir urun,1
1100,hergün tıraş olduğum halde bıçaklar 10 günde körlesiyor,0
1101,"askılık havaya kaldirilinca  ayakliklari çıkıyo , ayakliklari kısmını ana gövdeye bağlantı için vida yeri filanda yok,bu haliyle kullanılmaz iade talebinde bulundum",0
1102,süper,0
1103,piyasaya göre ucuz aynı zamanda ayağına geliyor.,1
1104,ürünün rengi parlak siyah gösterilirken gelen ürün mat siyah ve adi bir plastik gibi duruyor.,0
1105,çok güzel :),1
1106,üründe servis kurulumu ücretli model çok kötü,0
1107,hotpoint ariston çamaşımakinası aldım ama hiçmi hiç memnun deyilim bu kadar ses çıkaran ilk defa şahit oluyorum bana satarlarken çok sessiz dediler ama garip şekilde yüksel desibelde ses çıkarıyor gürültüsü rahatsız edici ,0
1108,arkadaşlar ürünü iki defa kullandı  hiç bir işe yaramıyor,0
1109,"ayrıca dikkat edin arka taraflarında da bıçak var, ben bıçakların arkası ile yukarıdan fazla köpüğü alıyordum, bunda dikkat etmeyince şakaklardan biraz saç aldık :) komik oldu.",0
1110,süper bir ürün :),1
1111,lg g4 3000 mah bataryali telefonumu 2 defa tam birde yarım doldurabildi yani yorumlardaki gibi 4 kere hayali kurmayin biraz daha hafif olabilirdi çantanız olmadan cepte tasinmasi zor,0
1112,süper,1
1113,tebrikler  güzel ürün müşteri memnuniyeti mükemmel,1
1114,sadece klavye için olan ürün idare eder.geri kalan ürünleri beğenmedim.hediye edilmese de olur.,0
1115,benim telefon general mobile discovery. telefonu görmüyor.. onun dışında  işinizi görür..,0
1116,"allah bu makineyi yapanların müstahakını versin. alalı dokuz ay oldu inanın şu an atıp başka makine almayı düşünüyorum. koyduğumuz bulaşıklar olduğun daha kirli çıkıyor. kapağı 2 ayda bozuldu, birde deterjan bölümü kapağını dışa açılır yapmışlar, o yüzden o bölüme bulaşık koyamıyoruz yoksa kapak açılmıyor. tam bir çile tam bir pişmanlık. biz yandık siz yanmayın.",0
1117,harika ürün. harika fiyat. teşekkürler hepsiburada.com....,1
1118,"ürün gerçekten başarısız. i̇lkkez şarjlı diş fırçası satın aldım, ilk fırçalamalarda dişeti kanaması yaşadım (ki her gün manuel fırça ile fırçalıyordum). bunun yanında temizlik anlamında çok üstün bir şey söz konusu değil. titreşimden dolayı insanın resmen kafası oynuyor. sağlık ürünü olduğu için ürünü de iade edemiyorum. sesi çok fazla, kimseye önermiyorum.",0
1119,beklediğimden berbat çıktı arkadaşlar gücü yine vasat bundan daha fazlalarına bakın derim ,0
1120,"havalandırma deliklerini göremedim , ürün genel olarak , fayda/fiyat oranına bakılırsa güzel, iki adeti zayiatlı şekilde geldi. kenarlarındaki silikon kapatma aparatlarını sağlam bulmadım. yine de teşekkürler.",0
1121,i̇dare eder.,0
1122,ürün çok yavaş yorumlara bakarak aldım fakat ya bana böylesi denk geldi. yada ürünün kapasitesi çok zayıf. fotografı 10 sn de açıyor.,0
1123,herkes telefon için rakiplerinden daya iyi demiş ama bataryası değiştirilemeyen bir telefon nasıl olursa olsun donanımı tasarımı ekranı kamerası ne kadar güçlü olursa olsun bir işe yaramaz. 1 yıl sonra şarj sorunu çekmeye başlayacaksınız ve batarya gömülü olduğu için hiçbir çözüm yolunuzda olmayacak benden söylemesi. alanlara hayırlı olsun,0
1124,herşey  çok güzel ürün kaliteli zaten rskr hb ,1
1125,çok şık bir telefon ama cekiş gücü sıfır,0
1126,"akşam normal oda ışığında kamera sanki vga gibi çekiyor kalitesi kötü ama gündüz daha iyi ama yinede kötü a5 2016 ve a7 2016 nın kameraları ile karşılaştırdım a serisi harika yakınlaşınca hiç bozmuyor ama bu öyle değil. kısacası görünüm olarak, işlemci ve ram olarak iyi sayılır ama kamera olarak vasat",0
1127,son aldığım 2 koli prima mega box  5 numara ürünleri kalitesiz çıktı.ürün rusya yapımı prima kalitesi ile alakası yok içindeki emici zerreciklerin az olması bezin ince olması ambalajın ince olması ve en önemlisi ıslaklığı hemen dışa vermesi emici özelliği hiç yok.bu rusya yapımı ürünleri bence daha satılmamalı ve toplatılmalı ben şim di bu ay prima almayıp başka bir marka alacağım işin açıkcası...teşekkürler.,0
1128,ürün gayet kullanışlı ve sağlam ona lafım ama 2. fırçaya maliyeti 1-2 tl olan kutuyu vermemeleri garip... böyle bir marka o kadar düşük maliyetli bir paraçyı neden pakete dahil etmez anlayamadım...,0
1129,almayın,0
1130,olduğu gibi  çöpe attım,0
1131,"hızlı kargo, uygun fiyat, teşekkürler",1
1132,en iyi bez en iyi fiyat ,1
1133,ufak tefek bir iki özellik ekleyip fahiş fiyata satıyorlar. en ucuz telefonlarda bile bulunan fm radyo yok. o yüzden boykot ediyorum almadım almıyorum almayacağım.,0
1134,bebeğimiz bu ay 1 yaşına girecek. uzun süredir 4 numara bez kullanıyoruz. daha önce premium care kullanıyorduk fakat aktif bebek daha uzun süre dayanıyor. ,1
1135,fiyatına göre performansı ve boyutları iyi. ancak kapasitesi düşük olduğu için telefonla birlikte hergün bunu da şarj etmek gerekiyor. s4 cihazı bir buçuk kere şarj edebiliyor. bu cihazı kullandıktan sonra telefonun batarya performansında düşme oldu.,0
1136,"kimisi ampülle geliyor yazmış,kimisi ampül gelmiyor yazmış ama genel olarak geliyor yazılmış bende ona güvenerek ampül almadım ayrıca fakat yanında ampül gelmedi :/",0
1137,"hepsi burada.com'da ürünün fiyati çok avantajlı olduğu için çok kirli, lekeli olmayan ( yakalar dahil az kirli olacak) ve çoğunlukla renklilerde kullanmanizi tavsiye ederim. bir tek kokusu çok yoğun. bu da bazı kadınlara çok temiz oldu hissini uyandırır. alo'nun pazarlama taktiği sanırım...",0
1138,hızlı kargo,1
1139,arada çekince bantları kopsa da genel olarak memnunum,1
1140,hiç tavsiye etmem yorumlara bakarak aldım. geldiği gibi gönderdim. çok kalitesiz bir ürün.,0
1141,başarılar. ...,0
1142,hiç iyi dil,0
1143,"aldığımdan buyana yaklaşık iki hafta oldu.hamam böceği için almıştım.şimdi böcekleri görmüyorum.ayrıca sinek,örümcek ve karınca sorunumda çözüldü.teşekkürler emeği geçen herkese.",0
1144,*demliğin iç yüzeyinin kenarları içe doğru olduğu için temizlerken zorluk çıkarıyor. çaylar içerisine giriyor.,0
1145,"şimdiye kadar hiç sorun yaşamadık, beklentileri karşılayan başarılı bir ürün.",1
1146,"birim fiyatı çok daha uyguna geliyor, bez alacakların mega box plus'ı incelemeleri gerek.",1
1147,kesinlikle tavsiye ederim. ,1
1148,ürün ikinci gün elime ulaştı ve ürün görsellerde olduğu gibi ne söylendiyse o geldi güzel ürün hızlı gönderi teşekkürler hepsiburda,1
1149,hepsiburada.com ,1
1150,vermiş olduğum puanda 0 0 0,0
1151,piyasadaki en iyi fiyat burada.,1
1152,2 ay önce aldığım ürün birkaç kullanımdan sonra bozuldu sistemsel olarak . tavsiye etmem bilindik markalardan şaşmayın..,0
1153,"arkadaşlar herkes aşık bu cihaza , güzel günlük kullanım için çok ideal.",0
1154,rakiplerine göre çok iyi prima. bizim denemediğimiz marka kalmadı hepsinden daha iyi.,1
1155,hızlı teslimat güvenilir ürün. ,1
1156,evet yenilendi inceldi bezler eskileri gibi suyu tutmuyor sizdiriyor memnun değiliz bizde ama marketler de aynı ürün var :( eskiden 12 sattı bile sızdırma olmuyordu şimdi 5 saati geçmiyor ,0
1157,ürün bir günde teslim edildi. ,1
1158,parfümü az kokulu ve sola dan beklediğimiz kalitede değil.tek katlı çok kötü bir ürün..,0
1159,en uygun fiyat burda 3 senedir burdan bez alıyorum gayette memnunum ,1
1160,süper hızlı gönderi için ve muhteşem kalite için teşekkürler ,1
1161,"ürünü kullanalı daha 4 gün oldu ama evin içindeki küçük kelebekler (güve) deniliyor bazı yörelerde, evin içinden çok pencerelere yakın kalmaya başladılar sanınrım bir kaç gün daha acık kalırsa ev temizlenecek gibi duruyor.",0
1162,montajı zaman alıyor. yetkili servis listesi yanlış aradığımız kişi ben servisi değilim diyor. kendininz kuruyorsunuz. çalışması fena değil,0
1163,"en iyisi bence ultra prima pampers care bence, 2. sirada aktif bebek",1
1164,"prima eski kalitesinden taviz vermeye başladı. eskiden hiç sızma görmezdik şimdi 5 numara büyük bez olmasına rağmen bezde sızma oluyor, çocuk 3 yaşında tabi idrarda artma oluyor ama bez de büyük. ürün kalitesi hoşuma gitmedi ve şüphelendirdi şahsen beni...",0
1165,süper ötesi iki çocuğumuza prima ile büyüttüm,1
1166,kaliteli ve hızlı kargo hepsiburada ile teşekkürler,1
1167,ürünü hediye olarak aldım arkadaşıma ve çok memnun kaldı. benimde ihtiyacım olduğundan bir tanede ben sipariş verdim. 2. gün elime ulaştı. teşekkürler hb.,1
1168,gayet iyi.tesekkurler...,1
1169,"ürün teslimatı çok hızlı, iki günde ulaştı. ancak ambalajı açalı 4 gün olmasına rağmen hala koku gitmedi.",0
1170,"eşim, kızım ""çok iyi"" dediler..",1
1171,bebegım sadece prima bebek bezlerınde rahat edıyor emıcılıgı yuksek tavsıye ederım....,1
1172,"2 yıl oldu makinemi alalı temizde yıkıyor, diyeceğim yok ama çok ses çıkarıyor özellikle sıkmada felaket ",0
1173,"sütün üzerine su püskürterek köpürtüyor. üstünede nescafe döküyor. oluyor size ılık, sulu ve sütlü nescafe! gerçek kahve makinalarının tadı veya formatı ile uzaktan, yakından alakası yok! yorumları okudukça dehşete düşüyorum. kısaca kahve kültürümüz yok!",0
1174,önceki yorumlarda yazılan eskileri daha iyiydi konusu doğru. fakat her ürünün eskisi daha kaliteli. bu da öyle. bence şu an için fiyat performansı en iyi bebek bezi. tavsiye ederim ,1
1175,kargo vs sknti yok da ilk kez kullanma firsatim oldu 20-30 dk bekledik vs neyse de hic oyle bi değişme olmadi 15dk-40dk arasi bisey bekliyodum ama hüsran  yorumlara bakip almistim sanirim kisiden kisiye degisiyor ya da ben mo farkli kullanmadim anlamadim yani.,0
1176,3 sanıye aynı bölgeye tutamıyorsunuz yakıyor. gücü gayet güzel. 3 kademeli hız ayarı 3 kademelı ısı ayarı var.. bu fiyata alınır.,1
1177,prima bezden çok memnunuz büyük kutuda indirimli fiyatıyla ve hızlı bir kargo ile kapımıza ulaşıyor. ,1
1178,i̇yi,1
1179,ürün 2 gün önce elime geçti bugün lamba alıp kullanma fırsatım oldu ancak henüz 15 dk kullandıktan sonra çat çut bises geldi ve duy kısmından duman ve kötü bir plastik kokusu geldi.,0
1180,"uygun fiyat, hızlı kargo",1
1181,piyasadaki en iyi ürün diyebiliriz fiyat konusunda da indirime girdikçe hb den alıyorum daha ucuza geliyor ,1
1182,gayet güsel ,1
1183,uygun fiyat. hızlı kargo.  teşekkürler. ,1
1184,dell zamanın en kaliteli pc üreticilerindendir. ancak günümüzde servis desteği ve türkiyede aktif olmaması bu bilgisayar için en büyük dezavantaj. teknik özellikleri güzel ama ekran kartı nvdi̇a nın yanından ile geçemez. 7.nesil i5 işlemci hernekadarda bilgisayara renk katsada bir oyun bilgisayarı olduğunu söyleyemem ama ofis ve internet kullanıcıları için ideal bir laptop. limitiniz varsa biraz daha ekleyerek farklı markalara yönelebilirsiniz ama yok ise hepsiburada.com aracılığı ile bunu alırsanız basit işerlede büyük oranda işinizi görecektir.,0
1185,şekerli ve ağır bir koku. doğrusu ben beğenmedim ve hayal kırıklığına uğradım. benim gibi hafif ve çiçeksi kokuları sevenlere göre değil.,0
1186,en iyisi ,1
1187,yenilenen emici kanallar marka değerini düşürmüş. eski bezlerde torbalanma oluyordu ama kaliteliydi. bu yenilenen bezler bariz kalitesiz ve sızdırıyor.  artık prima almayacağım. i̇lk günden beri prima kullamıyorduk 16 ayın sonunda yollarımız ayrılıyor malesef.,0
1188,çocukların doğumundan itibaren kullanıyorum ve memnunum. hepsiburada dan düzenli olarak alıyorum.,1
1189,pisik yapiyor sizdiriyor kizartiyor cok bereketsiz koku yapti,0
1190,kargoya biraz geç verildi onun dışında fiyatı uygun ,1
1191,çok iyi..,1
1192,güzel bir ürün kullanışlı kremde hediye olması iyi olmuş,1
1193,ürün elime ulaştı. cidden harika ama kulaklık girişi olmayışı bir eksiktir. kulaklık var ama fm radyo yok.,0
1194,urun aldik ama primanin eski kalitesi yok sabahlari bebegimiz uyandigimda alti  kiyafetleri islak bir sekilde buluyoruz primanin buna acil olarak bir cozum bulmasi gerekiyor,0
1195,"gücü 2200 watt çok iyi. isı ve hız ayarlaması da çok kullanışlı. bir de i̇yon teknolojisi var. difüzör ve dar kurutma başlığı ile, sahip olduğu bu özelliklerin yanında, böyle uygun bir fiyata böyle bir ürüne sahip olmak bizi çok memnun etti. teşekkürler hepsi̇burada.com...",1
1196,teslimat süper ürün fena değil,0
1197,"bu ürünü alıp boşuna para vermeyin. çok vasat bir makine. süt için bir haznesi yok, latte ve capucino yapacaksanız sütü bardağa koyup altına tutacaksınız. süt soğuk olursa kahvede soğuk, sıcak su ayarı sabit yükseltemezsiniz. sütü ocakta ısıtarak koyacaksam bu makineye ne gerek var ozaman. bir tek kahveyi, sütü köpürtmeye yarıyor başka bir işe yaramıyor. yani aldığıma pişman oldum.",0
1198,fiyatına göre iyi. i̇yonizer soğuk hava özelliği olması iyi. ,1
1199,primayı 1 yıldan fazla kullandık ta ki  eylül ayına kadar eylül ayından sonra kaliteyi çok düşürdüler.ne demek istediğimi anlamak için bu bezin ocak ayından bu güne kadar  çok kötü yorumları okumanızı tavsiye ederim...,0
1200,ses kalitesi kötü gerisi güzel,0
1201,"piyasada şuan en uygun yalnız son alışımda sanırım rus ya da bulgaristanda satılması planlanan ürün geldi, kiril alfabesi vardı üzerinde birde deseni farklıydı kalite aynı ama.",1
1202,hemen geldi ama anlatıldığı gibi değil. bir işe yaramadı,0
1203,ekran sarardı. ilk 2 ay güzel gözüküyor daha sonra yavaşlama başlıyor bariz şekilde. 6 aydır kullanıyorum telefon çok fazla ısınıyor. bunlar insanı cidden rahatsız ediyor.,0
1204,"ürün çok hafif kolay kullanımlı tv olarak işinizi görür. pc monitör yapmak için aldım hdmı kablo ile bağladım görüntü çok kötü vga ile bağladım ondada görüntü çok kötü , fakat hd uydu alıcısı ile bağlarsanız güzel görüntü alırsınız , ben pc için düşünmüştüm fakat beklentimi karşılamadı. hastaneler bekleme ekranı olarak kullanılanlar gibi bi şey ",0
1205,aldigimiz urunlerde hic bir sıkıntı yaşamıyoruz.tesekkurler ,1
1206,çok kullanışlı 3 çocuğum var nesilden nesile kullandım tavsiye ederim,1
1207,i̇lk çocuğumuz olduğu için çevremizden duyduğumuz bu ürünü kullandık ancak sürekli sızıntı ve bebeğimize rahatsızlık veriyordu. (bebeğimiz erkek) 2 paketide hb nın avantajlı kampanyasi ile aldık ancak problemler devam etti şuan yine hb üzerinden aldığımız molfix kullanıyoruz ve 3 aylık oğlumuzda önceden yaşadığımız hiçbir şikayet yok. bence bu ürünün adı çıkmış kesinlikle tavsiye etmiyorum.,0
1208,teşekkürler ,1
